user,Isolation Forest_Prediction,Isolation Forest_Score,One-Class SVM_Prediction,One-Class SVM_Score,LOF_Prediction,LOF_Score,Elliptic Envelope_Prediction,Elliptic Envelope_Score,PCA_Prediction,PCA_Score,DBSCAN_Prediction,DBSCAN_Score,KMeans_Prediction,KMeans_Score,Suspicious_Count,Consensus_Percentage
BSS0369,Suspicious,0.6314112853493467,Normal,-1.1045982756003447,Normal,1.3766333313938421,Suspicious,636085.6593521829,Suspicious,0.4147522774990614,Suspicious,1.0,Normal,5.859738123725971,4,57.14285714285714
KKW0879,Normal,0.5423517995779027,Suspicious,-1.1043231109693128,Normal,1.281862927343501,Normal,66940.30187189204,Suspicious,0.5938990931384507,Suspicious,1.0,Suspicious,6.976295017506511,4,57.14285714285714
JCC0225,Suspicious,0.5853351709847224,Suspicious,-1.104561338363289,Normal,0.9967800603105736,Suspicious,982692.9966260861,Normal,0.13026666544171123,Suspicious,1.0,Normal,4.1376307655090265,4,57.14285714285714
ATE0869,Suspicious,0.6120664042908944,Suspicious,-1.1043837870559505,Normal,1.314234520257559,Normal,107294.54034505722,Normal,0.033520283502434405,Suspicious,1.0,Suspicious,10.403041379476488,4,57.14285714285714
HDD0806,Normal,0.554068031205544,Suspicious,-1.1042068535867875,Suspicious,1.6024326205684374,Normal,32763.533460901363,Normal,0.1349341704476815,Suspicious,1.0,Suspicious,6.460169900843029,4,57.14285714285714
MPM0220,Suspicious,0.6497573494522955,Normal,-1.1046473829583883,Suspicious,1.484481531139825,Normal,507338.76783449814,Normal,0.17167606818575917,Suspicious,1.0,Suspicious,7.783856107112119,4,57.14285714285714
WPR0368,Suspicious,0.6211230829485433,Suspicious,-1.1043636059821265,Normal,1.1464294725144977,Suspicious,1261057.9349745752,Normal,0.10918211897232802,Suspicious,1.0,Normal,5.644638270800854,4,57.14285714285714
CAS0507,Normal,0.5669722508794098,Suspicious,-1.1045787076269165,Normal,1.3573044289357534,Normal,24807.788308235005,Suspicious,0.3192550700466846,Suspicious,1.0,Suspicious,6.533564941273782,4,57.14285714285714
HAD0246,Normal,0.5597886751085254,Suspicious,-1.1041600581040718,Normal,1.199438389480386,Normal,47219.11800601337,Normal,0.019799025267226423,Suspicious,1.0,Suspicious,7.7959418297504754,3,42.857142857142854
AJR0319,Normal,0.5224945812383801,Suspicious,-1.1044092245362411,Normal,1.3451117753890558,Normal,62196.41936150334,Normal,0.002762230956040459,Suspicious,1.0,Suspicious,7.404600814085747,3,42.857142857142854
AIP0982,Normal,0.5026311826712081,Suspicious,-1.1044231120842753,Normal,1.3498843414181583,Normal,23420.021094204236,Suspicious,0.3559118814774945,Suspicious,1.0,Normal,4.933109372240601,3,42.857142857142854
HPH0075,Suspicious,0.6175171370345447,Suspicious,-1.1044108719106391,Normal,1.1522495569448044,Normal,56465.32025800326,Normal,0.04244394543521804,Suspicious,1.0,Normal,6.04722508677635,3,42.857142857142854
KBP0008,Normal,0.5285573295176605,Suspicious,-1.1045510415694542,Suspicious,1.6405066726137634,Normal,54.54159073010021,Normal,0.027157409419665116,Suspicious,1.0,Normal,5.924794543663434,3,42.857142857142854
MSO0222,Normal,0.5774785969036801,Suspicious,-1.104206346352799,Normal,1.0200470391519494,Suspicious,579045.3764104014,Normal,0.08840679562890906,Suspicious,1.0,Normal,4.478785549050076,3,42.857142857142854
GTD0116,Normal,0.5091636039735185,Suspicious,-1.1043676200502266,Suspicious,1.4275933063963628,Normal,128.67566892495392,Suspicious,0.2258030548623929,Normal,0.0,Normal,5.6272126779099105,3,42.857142857142854
TVS0006,Normal,0.5097820165460833,Suspicious,-1.1043792090786175,Suspicious,1.6099013818916164,Normal,43.88183982260437,Normal,0.037358302654424774,Suspicious,1.0,Normal,5.679405728930107,3,42.857142857142854
WIF0691,Suspicious,0.5791136407500268,Suspicious,-1.1044694773028092,Normal,1.0809521448511583,Normal,12596.197469804125,Normal,0.06858888690098748,Suspicious,1.0,Normal,4.447141627062027,3,42.857142857142854
SBN0866,Normal,0.531422836665821,Suspicious,-1.1045522921705937,Normal,1.3630936761837598,Normal,21092.29107484595,Suspicious,0.2791227897737499,Suspicious,1.0,Normal,5.770866076629188,3,42.857142857142854
NWK0215,Normal,0.5589037447021145,Suspicious,-1.1045109210864186,Normal,1.2499308023351356,Normal,45532.72479612301,Normal,0.0276027693750314,Suspicious,1.0,Suspicious,7.332976378156837,3,42.857142857142854
MLL0598,Normal,0.4841331334568459,Normal,-1.1047171486313434,Suspicious,1.4462576096000002,Normal,54042.22748097106,Suspicious,0.4954233415261525,Suspicious,1.0,Normal,5.364579473255294,3,42.857142857142854
DMG0358,Suspicious,0.5802478883368555,Suspicious,-1.1044164610983251,Normal,0.9980561490579613,Suspicious,962192.741877257,Normal,0.1326930609149553,Normal,0.0,Normal,3.486725157842018,3,42.857142857142854
LBH0942,Suspicious,0.6139225715389128,Normal,-1.1049550386739726,Normal,1.1518805505760465,Normal,75091.17186901432,Normal,0.03540769320842591,Suspicious,1.0,Suspicious,6.4570131753386795,3,42.857142857142854
IIW0249,Normal,0.5304188292640283,Normal,-1.1046428323093371,Normal,1.3455050365234766,Normal,85123.52628071404,Suspicious,0.8367568411267302,Suspicious,1.0,Suspicious,7.1233488810445,3,42.857142857142854
DFH0188,Normal,0.5012430979495749,Suspicious,-1.1045200115205462,Normal,1.3688347036861994,Normal,23340.64811252287,Suspicious,0.3565218152739458,Suspicious,1.0,Normal,5.409235775904755,3,42.857142857142854
HSB0196,Suspicious,0.6571391567226114,Normal,-1.1048443686362956,Normal,1.3875296650043576,Normal,115327.34288380196,Normal,0.028488752791651507,Suspicious,1.0,Suspicious,8.92912984165945,3,42.857142857142854
NAF0326,Suspicious,0.5875989346713656,Normal,-1.1050219132988512,Normal,1.1937704571687064,Normal,80184.4189693699,Normal,0.009199980636361373,Suspicious,1.0,Suspicious,8.785695523190128,3,42.857142857142854
JDF0593,Normal,0.5461216011669132,Normal,-1.1047115907508018,Normal,1.330069903641316,Normal,70770.29177181759,Suspicious,0.6855246654819971,Suspicious,1.0,Suspicious,6.880780628608298,3,42.857142857142854
MSS0001,Normal,0.5362625367088839,Normal,-1.1045948770677978,Suspicious,2.153406459090189,Normal,100.69415663739711,Normal,0.010186740439285745,Suspicious,1.0,Suspicious,8.545153132850533,3,42.857142857142854
ESJ0670,Normal,0.5284232158214895,Suspicious,-1.10438982736518,Normal,1.2041018829550745,Normal,43437.036658273646,Normal,0.1439292633860267,Suspicious,1.0,Suspicious,6.57755771753653,3,42.857142857142854
XWD0923,Normal,0.5433436807627011,Suspicious,-1.104146409031614,Normal,1.3792984959765784,Normal,17593.341471792883,Suspicious,0.28440252729980936,Suspicious,1.0,Normal,5.784242330585752,3,42.857142857142854
BAJ0654,Normal,0.5697765685037359,Normal,-1.1046608916142675,Suspicious,1.5208382365695639,Normal,10848.432346845466,Suspicious,0.18046903025195593,Suspicious,1.0,Normal,5.658367955984566,3,42.857142857142854
CCA0046,Suspicious,0.5819446809384815,Normal,-1.1046414867573977,Normal,1.172096505666354,Normal,480084.7136002065,Suspicious,0.1782520094466607,Suspicious,1.0,Normal,4.272248899801347,3,42.857142857142854
JDC0030,Normal,0.5676313437848357,Suspicious,-1.1045701266103962,Normal,1.2990497685578206,Normal,55921.006246573685,Normal,0.137090704814363,Suspicious,1.0,Suspicious,7.924975584190769,3,42.857142857142854
GTD0219,Suspicious,0.5793546296495188,Suspicious,-1.1044610633151908,Normal,1.2146497128631883,Normal,225517.97884024345,Normal,0.08453097802919611,Suspicious,1.0,Normal,5.690424503121867,3,42.857142857142854
HCS0003,Normal,0.5638392221375976,Normal,-1.1048635619346636,Suspicious,1.693880544444582,Normal,811.7618287148316,Normal,0.12815471957434105,Suspicious,1.0,Suspicious,6.886191538157161,3,42.857142857142854
HRB0351,Normal,0.5618133480820315,Normal,-1.1046588796012664,Suspicious,1.4093998621965744,Normal,18880.97266767522,Normal,0.12212760371232272,Suspicious,1.0,Normal,5.72704047460838,2,28.57142857142857
CTA0020,Normal,0.482665487607405,Normal,-1.1127995029915938,Normal,1.30202638832725,Normal,59672.09472827672,Suspicious,0.5402409353940538,Suspicious,1.0,Normal,5.637383839635562,2,28.57142857142857
AVM0947,Suspicious,0.6015853502382289,Normal,-1.1047799503777154,Normal,1.1456508982609672,Normal,16541.19876024302,Normal,0.07942132690401836,Suspicious,1.0,Normal,5.257787697994469,2,28.57142857142857
MOS0047,Suspicious,0.5859614478378093,Normal,-1.1456778063049025,Normal,1.1258828926717845,Normal,414408.23097416473,Normal,0.07295920190660353,Suspicious,1.0,Normal,4.18798768503465,2,28.57142857142857
COF0120,Normal,0.529790181185611,Normal,-1.1046041809924203,Suspicious,1.5329048803324716,Normal,929.0101159039402,Normal,0.13025139888026735,Suspicious,1.0,Normal,5.050706967756051,2,28.57142857142857
BTW0005,Normal,0.49712955892002364,Normal,-1.3224252504984852,Suspicious,1.5274879514460473,Normal,20.886164235831227,Normal,0.019023576434731047,Suspicious,1.0,Normal,5.283597240312165,2,28.57142857142857
IRM0931,Normal,0.5481651328927684,Normal,-1.1405285720971294,Normal,1.1492719087409806,Normal,39980.1397581264,Normal,0.03617235298047851,Suspicious,1.0,Suspicious,7.3813855600019975,2,28.57142857142857
DAR0885,Normal,0.5176374817520789,Suspicious,-1.104361619762291,Normal,1.1015030362448237,Normal,1002.2693405792812,Normal,0.03201803802289994,Suspicious,1.0,Normal,5.810579503911555,2,28.57142857142857
KSP0357,Normal,0.5393179096375448,Normal,-1.286095323482313,Normal,1.0001823973303345,Suspicious,649439.2871787425,Normal,0.11784468411271182,Suspicious,1.0,Normal,3.946739872847098,2,28.57142857142857
RZC0746,Normal,0.5602063024353464,Normal,-1.1047343385495472,Normal,1.2807625943213536,Normal,99114.52993228061,Normal,0.005641200426213456,Suspicious,1.0,Suspicious,9.098544388413899,2,28.57142857142857
JGT0221,Normal,0.553980756906928,Normal,-1.1047652182191037,Normal,1.156285360742119,Normal,327420.6557364343,Normal,0.09244593743453572,Suspicious,1.0,Suspicious,6.498379774823675,2,28.57142857142857
RSC0089,Normal,0.5112909192709565,Normal,-1.4108212769802395,Normal,1.1500242133883796,Normal,53979.56938766767,Suspicious,0.4910649764453194,Suspicious,1.0,Normal,6.214206086688034,2,28.57142857142857
AIB0948,Normal,0.5091837514584182,Normal,-1.1046036960543986,Normal,1.3079746414035964,Normal,49075.674598047495,Suspicious,0.43891801498926486,Suspicious,1.0,Normal,5.76920939529855,2,28.57142857142857
NAH0503,Normal,0.5312714536538328,Suspicious,-1.1045449377998837,Normal,1.3247999128888595,Normal,11389.181192529475,Normal,0.02148807246561331,Suspicious,1.0,Normal,5.61017404213726,2,28.57142857142857
FUM0015,Normal,0.48978008373497284,Suspicious,-1.104481937102369,Normal,1.3112824784202872,Normal,86.72819030734802,Suspicious,0.18777813219167977,Normal,0.0,Normal,4.900051096870817,2,28.57142857142857
EHB0420,Normal,0.5142863893705701,Suspicious,-1.1043329921881528,Normal,1.284484427774379,Normal,13510.333715513443,Normal,0.03301398368047794,Suspicious,1.0,Normal,5.8610958704051965,2,28.57142857142857
KCO0122,Normal,0.559010591804297,Normal,-1.1046171056894991,Normal,1.3364974175945485,Normal,1134.7286734170114,Suspicious,0.20768574743200457,Suspicious,1.0,Normal,5.403749858280577,2,28.57142857142857
VTT0385,Normal,0.5013072004278023,Normal,-1.1046018543426426,Normal,1.2866300586726538,Normal,52703.095957782694,Suspicious,0.48702051364937143,Suspicious,1.0,Normal,5.29334282120536,2,28.57142857142857
JDB0169,Normal,0.5658219866397234,Suspicious,-1.1041965573258576,Normal,1.1527756177371218,Normal,12074.733310678286,Normal,0.02992102701530575,Suspicious,1.0,Normal,3.999233666911383,2,28.57142857142857
YIC0195,Normal,0.4507773263748973,Normal,-1.3073605640274113,Suspicious,1.539415494283544,Normal,16330.98246992288,Normal,0.014188894862092375,Suspicious,1.0,Normal,4.363968721895792,2,28.57142857142857
BRS0734,Normal,0.5156233824289108,Suspicious,-1.1045276940104083,Normal,1.1244646288113591,Normal,5526.604438231383,Normal,0.038568808320772696,Suspicious,1.0,Normal,4.879247587170802,2,28.57142857142857
LIM0674,Normal,0.505478535961365,Suspicious,-1.1042059870125458,Normal,1.0398129240125562,Normal,829.1355019776694,Normal,0.01729770710326103,Suspicious,1.0,Normal,5.307550844671911,2,28.57142857142857
LBC0356,Suspicious,0.5940397976828586,Normal,-1.1047735258926157,Normal,0.9982098396899071,Suspicious,971584.0506251582,Normal,0.15277487079213037,Normal,0.0,Normal,4.091597654981438,2,28.57142857142857
WIQ0567,Normal,0.5201758165855898,Suspicious,-1.104570747397138,Normal,1.23589114768798,Normal,22307.33629636418,Normal,0.04637958310653565,Suspicious,1.0,Normal,5.8483648681569775,2,28.57142857142857
KWC0004,Normal,0.48179551942804966,Normal,-1.2728483130721506,Suspicious,1.5691801791719686,Normal,21.85190755604179,Normal,0.03556795485557684,Suspicious,1.0,Normal,5.233992948434664,2,28.57142857142857
SOB0360,Normal,0.5395173026190191,Normal,-1.2557307864343734,Normal,0.991587108874235,Suspicious,552944.9232368888,Normal,0.07886225439116826,Suspicious,1.0,Normal,4.191324874674733,2,28.57142857142857
CMB0912,Normal,0.5210742517358092,Normal,-1.1049125880651331,Suspicious,1.4584368137617232,Normal,29386.147167093422,Normal,0.008929316875444652,Suspicious,1.0,Normal,5.461985852723059,2,28.57142857142857
SSJ0784,Normal,0.5147202503749866,Suspicious,-1.10449240824533,Normal,1.1412530490033679,Normal,2732.615487884684,Normal,0.014492418465006995,Suspicious,1.0,Normal,5.316339819561291,2,28.57142857142857
CLB0774,Suspicious,0.5823327612770148,Normal,-1.1050297145058934,Normal,1.0893842221514871,Normal,15506.93524472011,Normal,0.017584931307062415,Suspicious,1.0,Normal,4.536263418188274,2,28.57142857142857
SGG0787,Normal,0.49246110726056264,Suspicious,-1.1044691560564013,Normal,1.348640596569141,Normal,97.73736928876477,Suspicious,0.21609691243628684,Normal,0.0,Normal,4.707595226966851,2,28.57142857142857
JBD0616,Normal,0.4644387123849204,Normal,-1.1065159918130694,Normal,1.2519315649394966,Normal,63623.33346152644,Suspicious,0.5779387275437485,Suspicious,1.0,Normal,5.375492168969475,2,28.57142857142857
LCB0664,Normal,0.47591709529877535,Normal,-1.1048615276523772,Normal,1.3031062893565681,Normal,62094.92217119514,Suspicious,0.5565068553860422,Suspicious,1.0,Normal,5.503420658407448,2,28.57142857142857
THR0873,Suspicious,0.594757512523466,Normal,-1.1050297800727216,Normal,1.07328803484519,Normal,13758.905511015626,Normal,0.032387877500641614,Suspicious,1.0,Normal,4.469853001390955,2,28.57142857142857
CBB0365,Normal,0.5768858962218458,Suspicious,-1.1043311461343086,Normal,0.9957878153456903,Suspicious,963863.100944434,Normal,0.1399686805836437,Normal,0.0,Normal,3.9224175871066347,2,28.57142857142857
UIR0043,Suspicious,0.5813594075680448,Normal,-1.1360919186809715,Normal,0.9976330815104267,Suspicious,957019.7391327522,Normal,0.11840255518147219,Normal,0.0,Normal,3.292766842649748,2,28.57142857142857
HTH0007,Normal,0.49816569592035037,Normal,-1.248250754554808,Suspicious,1.5497845940752903,Normal,39.98971375463731,Normal,0.004470363698304704,Suspicious,1.0,Normal,5.298829463356861,2,28.57142857142857
BJP0134,Normal,0.567165030423649,Suspicious,-1.1045546104224826,Normal,1.07441725727723,Normal,14440.144956392362,Normal,0.04536076566814359,Suspicious,1.0,Normal,4.459648108668436,2,28.57142857142857
BJM0111,Suspicious,0.6033910819063492,Normal,-1.1049631078165454,Normal,1.0479421124478965,Normal,14581.885285904897,Normal,0.011885855621173379,Suspicious,1.0,Normal,4.849641201067001,2,28.57142857142857
ACV0812,Normal,0.49963507207923735,Suspicious,-1.1044697984960528,Normal,1.3272580193194061,Normal,716.0794591476512,Normal,0.11596289600249049,Suspicious,1.0,Normal,4.469315877415212,2,28.57142857142857
MOH0273,Suspicious,0.5867292303235816,Normal,-1.1048965228858398,Normal,1.0381271969280108,Normal,28939.98295843335,Normal,0.019266792026198604,Suspicious,1.0,Normal,3.673454717954189,2,28.57142857142857
FFC0891,Normal,0.5301893626650666,Suspicious,-1.1042508909946922,Normal,1.0781691947582774,Normal,678.1322392323267,Normal,0.03548315386767229,Suspicious,1.0,Normal,5.285978464861155,2,28.57142857142857
BMG0917,Suspicious,0.5907293556358953,Normal,-1.1048074820452385,Normal,1.0755482467155706,Normal,15125.745198767389,Normal,0.09637078635092164,Suspicious,1.0,Normal,4.784621913748324,2,28.57142857142857
IBS0836,Normal,0.531054268773758,Suspicious,-1.1043137918211792,Normal,1.1075847994267762,Normal,707.7728100780582,Normal,0.012378953550111477,Suspicious,1.0,Normal,5.315653823079628,2,28.57142857142857
HCM0267,Normal,0.5527202229172345,Suspicious,-1.1042861899375236,Normal,1.037486883167842,Normal,14488.477806180048,Normal,0.04037285890689725,Suspicious,1.0,Normal,3.3801378950365444,2,28.57142857142857
HWY0038,Normal,0.5411248657341364,Normal,-1.1240921891362343,Normal,1.1071508987388679,Normal,195717.69144885495,Normal,0.08500825728665039,Suspicious,1.0,Normal,5.906990147601087,1,14.285714285714285
JNA0559,Normal,0.4454415683440886,Suspicious,-1.1045461574789235,Normal,1.1492314486649602,Normal,20.010386335082195,Normal,0.022806129180972416,Normal,0.0,Normal,4.385290351124636,1,14.285714285714285
CRK0916,Normal,0.4516494574862971,Normal,-1.4728702138503538,Normal,1.225300701826644,Normal,572.6938445959859,Normal,0.05555570023114984,Suspicious,1.0,Normal,3.6026327240004012,1,14.285714285714285
SRH0155,Normal,0.4715511934890861,Normal,-1.3202958471627915,Normal,1.093915824701813,Normal,771.1510686748487,Normal,0.015663215947976792,Suspicious,1.0,Normal,4.36434467109833,1,14.285714285714285
CSC0217,Normal,0.5466867233543881,Normal,-1.2295188926422957,Normal,1.0780880696910164,Normal,202069.61933920058,Normal,0.06539550788728922,Suspicious,1.0,Normal,5.956222955140459,1,14.285714285714285
FGW0853,Normal,0.47425744046163726,Normal,-1.1847890821918043,Normal,1.1595534751358467,Normal,350.43992178204286,Normal,0.012475274265344982,Suspicious,1.0,Normal,4.504330329654193,1,14.285714285714285
WKD0013,Normal,0.4947445290294524,Normal,-1.2343824739937617,Normal,1.2859001311726346,Normal,495.93134446308756,Normal,0.018164201087461977,Suspicious,1.0,Normal,4.607059841378596,1,14.285714285714285
PMJ0564,Normal,0.4602180471769054,Normal,-1.3870303239535489,Normal,1.1102763714563118,Normal,468.15125456575527,Normal,0.04439848733282323,Suspicious,1.0,Normal,4.685915403104895,1,14.285714285714285
JTM0223,Normal,0.5418099113029626,Normal,-1.221406207797111,Normal,1.1239923886296201,Normal,313868.1372069551,Normal,0.091303990029942,Suspicious,1.0,Normal,5.816339558079093,1,14.285714285714285
LRR0148,Normal,0.5080847985415989,Normal,-1.4653976314196904,Normal,1.3198965185193094,Normal,14705.79475667141,Normal,0.007378973255138035,Suspicious,1.0,Normal,4.674623895944336,1,14.285714285714285
BAM0636,Normal,0.4838351716450607,Suspicious,-1.104467837295255,Normal,1.374156924366537,Normal,28.550334366773566,Normal,0.03407649535692611,Normal,0.0,Normal,4.547601782469941,1,14.285714285714285
KCF0045,Normal,0.5612495286157022,Normal,-1.3173010023949163,Normal,0.995622249718094,Suspicious,985352.3812159981,Normal,0.08889972332511936,Normal,0.0,Normal,2.876256114312758,1,14.285714285714285
BBS0039,Normal,0.5525467638379743,Normal,-1.1048897725428626,Normal,1.1531548515797034,Normal,357721.7012333768,Normal,0.0704966868497663,Suspicious,1.0,Normal,5.7989690692693365,1,14.285714285714285
AIP0394,Normal,0.47012133511094034,Normal,-1.3671492599843431,Normal,1.278504621243313,Normal,433.72826481687855,Normal,0.03612873533884518,Suspicious,1.0,Normal,4.142451936461847,1,14.285714285714285
DBB0384,Normal,0.5393252981386661,Normal,-1.275929161248438,Normal,1.0637094185624123,Normal,14643.526382553411,Normal,0.020741278569898505,Suspicious,1.0,Normal,2.7460767226837155,1,14.285714285714285
CHM0821,Normal,0.5179770683010457,Suspicious,-1.1044877668336655,Normal,1.0784730191122953,Normal,765.0073210510172,Normal,0.05135296671905274,Normal,0.0,Normal,5.088560947607821,1,14.285714285714285
LPH0572,Normal,0.4738325211448687,Suspicious,-1.1044507509817456,Normal,1.066555195141362,Normal,479.0917497348077,Normal,0.026715477117181027,Normal,0.0,Normal,5.021267350036444,1,14.285714285714285
IMB0481,Normal,0.43493361962910665,Suspicious,-1.1043592031261524,Normal,1.1902218798160789,Normal,22.582246306149454,Normal,0.010503153359880148,Normal,0.0,Normal,3.8647309658483864,1,14.285714285714285
ABC0174,Normal,0.49677434985364266,Normal,-1.2000741448256107,Normal,1.317581284175312,Normal,14394.022683580111,Normal,0.019624530722731723,Suspicious,1.0,Normal,4.409697848687657,1,14.285714285714285
AMW0392,Normal,0.48824802239879234,Normal,-1.2347996568665098,Normal,1.368678007128511,Normal,19712.005397281555,Normal,0.03269056516538948,Suspicious,1.0,Normal,5.08389910053456,1,14.285714285714285
BVC0790,Normal,0.5484280122763016,Normal,-1.3089130195290957,Normal,1.1624681246928334,Normal,20439.101843675835,Normal,0.025924565571262048,Suspicious,1.0,Normal,6.321391897752166,1,14.285714285714285
EDA0684,Normal,0.4970516049914697,Normal,-1.1267751890041324,Normal,1.1272799209303743,Normal,871.0541535497681,Normal,0.04960871064271288,Suspicious,1.0,Normal,5.624900630996018,1,14.285714285714285
HRD0635,Normal,0.5090931949823415,Normal,-1.1048895757993584,Normal,1.1140090934947189,Normal,1850.7801137152674,Normal,0.17682217797095065,Suspicious,1.0,Normal,5.342947368722384,1,14.285714285714285
CTR0341,Normal,0.5277409768402095,Normal,-1.1047478406447158,Normal,1.1823424772701903,Normal,5026.7446630787135,Normal,0.019693717967064258,Suspicious,1.0,Normal,5.550558772983051,1,14.285714285714285
FKK0055,Normal,0.4989149474465121,Normal,-1.1852889314510955,Normal,1.1853287177596088,Normal,34408.584950583165,Normal,0.04378332459090503,Suspicious,1.0,Normal,6.0172394447906505,1,14.285714285714285
XHG0902,Normal,0.426288158077363,Suspicious,-1.104313204270469,Normal,1.2629317704366392,Normal,21.7055475663355,Normal,0.013401190030501635,Normal,0.0,Normal,4.093267679687758,1,14.285714285714285
BIH0745,Normal,0.508582039491492,Suspicious,-1.1044900186930513,Normal,1.08648151535533,Normal,1099.41647215618,Normal,0.02764022793176717,Normal,0.0,Normal,5.739765234205989,1,14.285714285714285
JAV0361,Normal,0.5761177336121615,Normal,-1.2084963036447898,Normal,0.9976330815104267,Suspicious,939891.4533852276,Normal,0.0845374440788904,Normal,0.0,Normal,3.208590635698185,1,14.285714285714285
DGW0752,Normal,0.43379216151386474,Suspicious,-1.104539258572257,Normal,1.2995122922851632,Normal,29.461041943672797,Normal,0.014164608985766608,Normal,0.0,Normal,4.419664273168061,1,14.285714285714285
RHL0992,Normal,0.5196052383711921,Normal,-1.2279244866731374,Normal,1.3067705295272232,Normal,559.0691307335815,Normal,0.012109135013734272,Suspicious,1.0,Normal,4.491385104153052,1,14.285714285714285
RAW0915,Normal,0.5279863518935334,Normal,-1.1545290662949812,Normal,1.3430933509246745,Normal,8299.211275026944,Normal,0.05621178322276319,Suspicious,1.0,Normal,4.7692544086779085,1,14.285714285714285
AMM0014,Normal,0.4825150909366916,Suspicious,-1.104242534399929,Normal,1.3452092380263876,Normal,36.16996995186392,Normal,0.04901090689064753,Normal,0.0,Normal,4.822483316117862,1,14.285714285714285
ZKS0899,Normal,0.5681293380158865,Normal,-1.1126797243641429,Normal,1.032601517700789,Normal,14745.03030258143,Normal,0.03871164447496758,Suspicious,1.0,Normal,3.860230907814499,1,14.285714285714285
VIA0063,Normal,0.565662519700701,Normal,-1.2470022202271662,Normal,1.0718119375567339,Normal,13101.82205984589,Normal,0.03992290025447591,Suspicious,1.0,Normal,3.123010884774111,1,14.285714285714285
JLM0364,Normal,0.5628492630750802,Normal,-1.1503903996821385,Normal,0.9957878153456903,Suspicious,861198.6144690409,Normal,0.09341585035616486,Normal,0.0,Normal,3.1051403705788365,1,14.285714285714285
JNJ0556,Normal,0.5479860797436225,Normal,-1.2906170402309742,Normal,1.0336914745059183,Normal,14737.553066665341,Normal,0.04792771160178031,Suspicious,1.0,Normal,2.9575745249798655,1,14.285714285714285
HBO0413,Normal,0.4667751019805305,Normal,-1.253143854140335,Normal,1.3305853178861438,Normal,1289.1509706513802,Normal,0.015372788479494647,Suspicious,1.0,Normal,4.611632572041333,1,14.285714285714285
TDS0984,Normal,0.5207766337937512,Normal,-1.2312790315271402,Normal,1.2227271458205589,Normal,28541.767528653312,Normal,0.15299229624688385,Suspicious,1.0,Normal,5.606664320039482,1,14.285714285714285
ACC0042,Normal,0.5637823584607258,Normal,-1.2706246509616257,Normal,0.9921727757542096,Suspicious,918700.3721209083,Normal,0.09038941909320364,Normal,0.0,Normal,3.2036692030458496,1,14.285714285714285
QRM0739,Normal,0.5679934689733029,Normal,-1.105044506444957,Normal,1.0919142969070605,Normal,14655.669682265456,Normal,0.024501848925632883,Suspicious,1.0,Normal,3.6285706095006023,1,14.285714285714285
